,artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
47,Sara Bareilles,Sweet As Whole,04BcODyhCDTV7SBFeJHOXe,32,2012,acoustic,0.431,0.352,8,-9.335,1,0.0275,0.742,0.0,0.148,0.246,94.915,277547,3
48,Chad Hates George,"Shooting Up, Breaking Down (feat. Jesse Sendejas)",1gIXgeL8KPbRCnWvPfZyUJ,30,2012,acoustic,0.488,0.813,0,-7.12,1,0.286,0.699,0.0,0.273,0.583,162.285,208666,4
49,Taj Mahal,Shady Grove,6MVmw9Ea73B1XQjbAu6uuw,33,2012,acoustic,0.581,0.55,1,-11.719,1,0.0394,0.878,0.742,0.112,0.66,126.128,565787,4
50,David Ramirez,Find the Light,7jhcBzFm4W2UpFPa9fZFlR,31,2012,acoustic,0.617,0.131,11,-12.775,1,0.0331,0.903,0.000536,0.105,0.394,129.31,197253,4
51,Ichiko Aoba,kanashii yume o mitara,52RSwU0HHP9ugX2K7j8iar,34,2012,acoustic,0.474,0.0374,5,-20.324,1,0.0479,0.993,0.021,0.102,0.224,135.099,179787,5
52,Ichiko Aoba,hikari no furusato,7c59LJZv6klezUN3jRCXE6,35,2012,acoustic,0.404,0.0427,3,-19.076,1,0.0397,0.99,0.224,0.0852,0.181,74.137,192147,4
53,Amos Lee,Simple Things,0GK6pzHhJNuxRPOULLPFo6,33,2012,acoustic,0.498,0.17,10,-11.818,1,0.0341,0.889,0.000561,0.0998,0.165,131.976,201360,4
54,Jason Mraz,The Freedom Song,7hevpquSrhFLsEUzbDFrWB,33,2012,acoustic,0.661,0.693,6,-7.562,0,0.0578,0.0872,0.0,0.086,0.848,94.045,239987,4
55,Steve Petrunak,Walking in a Winter Wonderland,3mng76g6guqrd0Lb9gJ0LX,32,2012,acoustic,0.518,0.269,7,-11.957,1,0.0498,0.93,0.857,0.115,0.356,116.262,134120,4
56,Kris Allen,Better with You,77xgXc56h19AhTLKrWcijW,42,2012,acoustic,0.732,0.712,0,-5.672,1,0.0252,0.17,0.0,0.0809,0.772,101.005,194147,4
57,Steve Petrunak,Silver Bells,7HKRdvf1PWH1Ml7xJzV2NV,31,2012,acoustic,0.341,0.171,1,-15.618,1,0.0485,0.905,0.909,0.126,0.42,89.618,160040,3
58,Boyce Avenue,Glad You Came,4LlCL8KQCa5CNStnDg4eSA,40,2012,acoustic,0.722,0.542,6,-8.703,0,0.0371,0.135,0.0,0.168,0.444,125.998,195933,4
59,Boyce Avenue,Superman,6AyGrpqr2TeGCTXj1nuzbv,41,2012,acoustic,0.587,0.209,9,-10.426,1,0.0304,0.759,0.0,0.113,0.247,105.669,194093,4
60,Eric Hutchinson,The Basement,5lGimjX5CT7gL0kwB1AqQF,31,2012,acoustic,0.544,0.921,7,-3.93,1,0.0505,0.00348,0.0,0.215,0.65,165.949,214880,4
61,Tristan Prettyman,My Oh My,4AzRVhbDkK6pqW03h5u34I,28,2012,acoustic,0.69,0.803,0,-6.827,0,0.0242,0.00873,0.354,0.136,0.712,96.042,218587,4
62,Ann Sally,Mother's Song,3pkVDKAPIhrpsAR79fa05P,30,2012,acoustic,0.27,0.0758,0,-14.469,1,0.0384,0.961,3.55e-05,0.136,0.354,76.388,310640,4
63,Sara Bareilles,Beautiful Girl,35THgVT9h3X5UTqthKkr4d,29,2012,acoustic,0.708,0.125,7,-12.539,0,0.105,0.961,0.0,0.106,0.383,124.948,242907,4
64,Harley Poe,I Am The Living Dead,4k5Gc1tzDHNnkMQmB3ArkC,29,2012,acoustic,0.554,0.765,2,-8.252,0,0.0363,0.21,0.000114,0.104,0.767,92.43,205493,4
65,The Civil Wars,I Heard The Bells On Christmas Day,1qSBHo7rjtqYdd0XJB8ngq,28,2012,acoustic,0.492,0.145,2,-14.504,0,0.0421,0.872,9.7e-06,0.106,0.218,90.078,154440,4
66,Boyce Avenue,Here Without You,3Fwdij9seLaCGs4yOCQcJM,43,2012,acoustic,0.665,0.559,9,-6.78,0,0.0286,0.684,0.0,0.0843,0.476,143.822,220000,4
67,Tristan Prettyman,I Was Gonna Marry You,2ikbRpHU3pH3Y0va9we9s6,28,2012,acoustic,0.448,0.455,1,-10.041,1,0.0379,0.318,0.0141,0.0969,0.495,82.726,191720,4
68,Ingrid Michaelson,Ghost,6UGhHbDZ76PqGR2C9pdWbb,29,2012,acoustic,0.519,0.484,2,-5.808,1,0.0249,0.357,0.0,0.145,0.291,88.03,241640,4
69,Jason Mraz,You Fckn' Did It - Live,0k78hapVRILyPAdOenCevc,30,2012,acoustic,0.558,0.646,11,-9.822,0,0.071,0.632,0.0,0.972,0.7,124.911,305330,4
70,Andrew Belle,The Daylight,3fy4r3gnyaNejuc7jZwAxG,32,2012,acoustic,0.721,0.571,1,-5.857,1,0.0282,0.0478,0.17,0.0808,0.574,119.993,282742,4
71,Ichiko Aoba,IMPERIAL SMOKE TOWN,0awBHWlzmycfbukAxGecCK,31,2012,acoustic,0.511,0.153,10,-18.468,0,0.0651,0.989,0.244,0.0918,0.0568,113.496,437733,3
72,Steve Petrunak,O Come All Ye Faithful,2VPVtEqfCbxwrgQRdNPKp1,29,2012,acoustic,0.469,0.241,8,-11.934,1,0.0443,0.846,0.976,0.113,0.598,111.097,142253,4
73,Boyce Avenue,Somebody That I Used to Know,0UrGdW00AYx3eqNmzLHIEf,40,2012,acoustic,0.729,0.408,11,-10.078,0,0.0323,0.345,0.0,0.0957,0.263,120.02,238200,4
74,Steve Petrunak,Angels We Have Heard on High,4zUrEicnZk7cXYcntIX12b,28,2012,acoustic,0.487,0.17,2,-14.93,1,0.047,0.87,0.58,0.15,0.225,97.965,203853,4
75,Ingrid Michaelson,How We Love,4FFnf39apAJSeKp1qXNovT,27,2012,acoustic,0.666,0.114,4,-13.755,1,0.0565,0.913,3.25e-06,0.111,0.293,119.791,213640,4
76,Eric Hutchinson,Not There Yet,3492c69DsiY9PZsjspF2cb,27,2012,acoustic,0.72,0.839,9,-4.138,1,0.0326,0.0772,0.0,0.672,0.968,122.007,205187,4
77,Steve Petrunak,The Old Guitar,2NXoEhxRepl0NKHYDw9s5N,31,2012,acoustic,0.542,0.342,1,-8.939,1,0.0481,0.851,0.948,0.17,0.17,120.4,165373,4
78,Jon Bryant,Evening Sun,23FJw5F8nipFrzkZviz5vQ,29,2012,acoustic,0.45,0.254,11,-13.203,1,0.0299,0.756,0.0177,0.104,0.195,77.396,214703,4
79,Boyce Avenue,The One That Got Away,1Llvr4v5Y0rZtm494ak7oh,42,2012,acoustic,0.655,0.502,8,-7.962,1,0.0349,0.579,0.0,0.117,0.368,123.931,247705,4
80,Steve Petrunak,Have Yourself a Merry Little Christmas,2aIibN0HnNczY7sQQi4JIg,28,2012,acoustic,0.461,0.135,7,-14.374,1,0.0645,0.947,0.881,0.11,0.197,137.922,159280,4
81,Otis Spann,Someday (Electric),5ZUxxja3WzBZUFF6P9M9HN,34,2012,acoustic,0.581,0.333,0,-14.209,1,0.032,0.944,0.472,0.332,0.488,94.197,206800,3
82,Harley Poe,Vampire's Night Out,7jN7uoP2ov1VVo9XguFEio,27,2012,acoustic,0.365,0.522,9,-7.854,1,0.0702,0.174,0.0,0.182,0.492,166.242,252213,4
83,Harley Poe,That Time Of The Month,7dWYhwVvcWIKsXaPBLdDHg,27,2012,acoustic,0.567,0.609,2,-7.941,1,0.0767,0.173,2.13e-06,0.15,0.522,92.506,257147,4
84,Boyce Avenue,I Want It That Way,16COzZ7jCVn3O8b8ZgviOx,39,2012,acoustic,0.361,0.273,2,-9.805,1,0.0314,0.798,0.0,0.0962,0.306,199.366,215161,4
85,Ron Pope,In My Bones,6UkuYlZarpxN8rSG10ewSk,33,2012,acoustic,0.492,0.639,10,-6.067,1,0.0382,0.591,5.53e-06,0.0794,0.304,151.915,208267,4
86,Joshua Radin,Tomorrow Is Gonna Be Better,24UET6X7UiKFuv0DCutYis,24,2012,acoustic,0.498,0.217,6,-12.042,1,0.0305,0.536,0.00013,0.126,0.605,111.735,169547,4
87,AJJ,Hate Song for Brains,6WWw88Mk3GFQbtspaY6ddH,26,2012,acoustic,0.533,0.523,2,-5.645,1,0.0284,0.324,8.41e-05,0.116,0.492,145.113,143613,4
88,Boyce Avenue,Will You Be There,3D2A4RVGIEzqzhXGgzocuU,35,2012,acoustic,0.431,0.383,0,-8.092,1,0.0283,0.709,0.0,0.109,0.232,82.471,207629,4
89,Boyce Avenue,A Thousand Miles,4vNGuGIIzh6soeBTw8hjfq,41,2012,acoustic,0.564,0.731,9,-7.538,1,0.0295,0.517,3.48e-06,0.105,0.257,95.036,244174,4
90,Boyce Avenue,With or Without You,6sT9s9sILm7LkgVzyjwcEP,38,2012,acoustic,0.483,0.285,5,-8.994,1,0.0271,0.791,0.0,0.13,0.116,105.42,243187,4
91,Boyce Avenue,Breakeven (Falling to Pieces),5A0Bjgk5tQM3hRWxPpafmd,35,2012,acoustic,0.604,0.324,7,-9.706,1,0.0306,0.598,0.0,0.136,0.407,92.636,255242,4
92,Jaymay,Niagara Falls,4lomrPZgyfrilub7E92rdj,28,2012,acoustic,0.485,0.208,6,-10.049,1,0.0295,0.809,0.000147,0.138,0.136,92.942,119493,4
93,Boyce Avenue,Wherever You Will Go,6qrmX6Kzw4Yhrftev3RENE,39,2012,acoustic,0.669,0.31,2,-7.844,1,0.0273,0.619,0.0,0.108,0.199,112.075,204888,4
94,Boyce Avenue,Payphone,1jfvBRXzBY2eCzF75i67qw,41,2012,acoustic,0.65,0.655,7,-5.358,1,0.0309,0.213,0.0,0.134,0.546,109.931,218124,4
95,Jason Mraz,I Won't Give Up - Demo,6RLkxQmjmbB6ItZBOwSK73,28,2012,acoustic,0.467,0.234,4,-10.538,1,0.0362,0.821,2.15e-06,0.105,0.126,142.718,315983,3
96,Johnnyswim,Adelina,1KUgTKdoh0DKIbIIedAscB,24,2012,acoustic,0.528,0.443,5,-6.884,1,0.0267,0.738,0.0,0.182,0.302,82.924,218195,4
97,Drew Holcomb & The Neighbors,"Don't Think Twice, It's Alright",6wGoWEBRj1cQTafm7sg4ZM,28,2012,acoustic,0.535,0.587,4,-8.174,1,0.0308,0.396,0.00119,0.121,0.6,78.162,279221,4
98,Mark Lanegan,St Louis Elegy,1r3aX7XuYrtPcJ1tqpmA01,35,2012,acoustic,0.46,0.405,9,-9.627,1,0.0257,0.387,0.0346,0.119,0.161,155.528,273840,4
99,Boyce Avenue,We Found Love,1mzqQq3PJyTEbI1yN4uGmD,39,2012,acoustic,0.65,0.561,11,-8.6,1,0.0282,0.579,3.22e-06,0.0909,0.331,127.926,217376,4
100,Jason Mraz,5/6,4Cd1nnR2RKdbFN2eTaxAFR,26,2012,acoustic,0.468,0.614,5,-8.272,1,0.0404,0.161,1.9e-06,0.337,0.71,155.574,357213,3
101,Joshua James,Coal War - from Sons of Anarchy,1comtwISxatJvVAAbugM9g,29,2012,acoustic,0.608,0.454,6,-7.477,1,0.0375,0.0151,0.0,0.198,0.222,82.004,313080,4
102,Steve Petrunak,I'll Be Home for Christmas,4naAhPrJLFdL62ymCOtLZc,27,2012,acoustic,0.523,0.115,7,-15.325,1,0.108,0.927,0.861,0.0957,0.172,127.281,149413,4
103,Boyce Avenue,Without You,0Wb9s9oeJCNikrMNmli8lc,40,2012,acoustic,0.512,0.388,1,-8.62,1,0.0309,0.653,0.0,0.0915,0.167,125.223,208493,4
104,Josh Garrels,Run,38NCfJBaaAb3PQSLM6KRht,25,2012,acoustic,0.677,0.885,10,-7.463,1,0.0294,0.0671,0.016,0.514,0.857,115.033,243942,4
105,Jason Mraz,Who's Thinking About You Now?,530jQ6wTfWrdM1yNCPwdDt,26,2012,acoustic,0.554,0.5,3,-10.572,0,0.0338,0.188,1.08e-05,0.113,0.299,144.237,287653,4
106,Mark Lanegan,The Gravedigger's Song,0U7I0dlEa9rzyTTQLZOJCn,35,2012,acoustic,0.321,0.81,9,-7.412,0,0.0702,0.00717,0.0495,0.179,0.195,185.904,223107,3
107,Jon Bryant,Carolina,431aJf5rb7MRvRK04Y1pZP,25,2012,acoustic,0.509,0.24,5,-10.105,1,0.0344,0.909,0.0,0.109,0.348,79.227,246251,4
108,Steve Petrunak,Joy to the World,1R2y8R0KJxhvQILUUjTTMD,26,2012,acoustic,0.543,0.301,7,-12.243,1,0.0508,0.921,0.893,0.125,0.458,124.22,143106,4
109,Sanders Bohlke,The Loved Ones,51Z96PI1usQ6271y7J5bFb,28,2012,acoustic,0.36,0.167,10,-12.583,0,0.0306,0.956,0.00631,0.111,0.156,139.193,283200,3
110,Kris Allen,My Weakness,1FodcO2NcaGsjIHlu6Nni0,28,2012,acoustic,0.615,0.771,8,-4.054,1,0.0754,0.0509,0.0,0.0758,0.91,93.88,163427,4
111,Jason Mraz,I'm Coming Over,7CQPMuC66RwBvh5KUUZIjH,25,2012,acoustic,0.465,0.459,9,-12.185,1,0.0291,0.347,0.0155,0.289,0.28,98.163,269031,4
112,Boyce Avenue,Skyscraper,3nCQzV8Nb1o1aIC2g88Rrx,38,2012,acoustic,0.453,0.337,7,-9.027,1,0.0555,0.406,0.0,0.106,0.427,207.849,227028,4
113,Kaki King,Bowen Island,2HInMgktCFmyvZesbLhduq,26,2012,acoustic,0.525,0.407,1,-14.784,0,0.0354,0.607,0.95,0.102,0.347,139.98,170438,4
114,Boyce Avenue,It Will Rain,3Awljtm8xO7sQxCkxAwUyd,39,2012,acoustic,0.433,0.417,9,-9.062,1,0.0452,0.484,0.0,0.111,0.176,73.997,268212,4
115,Jon McLaughlin,I'll Follow You,43gcMBIeIDxFVdqLLNDuBu,27,2012,acoustic,0.312,0.33,8,-9.474,1,0.0273,0.896,0.000328,0.11,0.279,89.803,273267,4
116,Boyce Avenue,Rolling In The Deep,3bWGIcOnxnaHkc9Wb9BIdK,42,2012,acoustic,0.663,0.571,4,-6.505,0,0.0351,0.627,0.0,0.337,0.26,105.055,260373,4
117,Meiko,Leave the Lights On - Culture Code Remix,0F8yv1d2wHWGvT9LN8lu5S,22,2012,acoustic,0.577,0.592,1,-9.729,0,0.0298,0.0038,0.416,0.358,0.32,139.998,326907,4
118,Boyce Avenue,Set Fire to the Rain,6qFnAsON1WA0q96PjTlgot,38,2012,acoustic,0.579,0.273,9,-9.2,0,0.0312,0.955,0.0,0.122,0.339,110.047,252901,4
119,Ichiko Aoba,anata no kazari,4vU0btmY9gJdjoCY1aQ6lB,27,2012,acoustic,0.525,0.0719,5,-17.177,1,0.0472,0.99,0.0245,0.138,0.186,133.111,277987,4
120,Boyce Avenue,She Will Be Loved,32SjCGePcnCkvWAbsQ8T1l,39,2012,acoustic,0.421,0.398,2,-5.939,1,0.0324,0.862,0.0,0.0765,0.323,103.168,250653,4
121,Jason Mraz,Frank D. Fixer,5noTaf7614u8970wOMYgIE,26,2012,acoustic,0.662,0.665,7,-7.732,1,0.0294,0.112,1.02e-06,0.131,0.543,90.982,285160,4
122,Boyce Avenue,Jumper,6B6unwaKEYAUvhJuERHQO3,31,2012,acoustic,0.716,0.446,0,-9.291,1,0.0307,0.0847,0.0,0.189,0.62,90.958,228435,4
123,Boyce Avenue,With Arms Wide Open,1B1LKE0U8TqigfThDR4No0,36,2012,acoustic,0.45,0.369,0,-6.539,1,0.029,0.709,0.0,0.128,0.164,141.077,248200,4
124,Noah Gundersen,Family - from Sons of Anarchy,7k7NljRsKSl5sTgc2aUMHO,30,2012,acoustic,0.442,0.165,6,-13.955,0,0.0345,0.867,0.0029,0.156,0.15,110.188,213667,3
125,Boyce Avenue,Jar of Hearts,5indGtlR04vAgxadH91Avq,38,2012,acoustic,0.572,0.252,5,-9.057,1,0.0325,0.68,0.0,0.179,0.215,75.014,246133,4
126,Boyce Avenue,Back for Good,2OElXSjcpQDx0AsFR31pzA,40,2012,acoustic,0.565,0.334,3,-9.271,1,0.0298,0.805,0.0,0.11,0.61,79.064,240167,4
127,Matthew Mayfield,Take What I Can Get,6hUtLSw6vqaztCPHZ56gAl,28,2012,acoustic,0.334,0.347,4,-10.888,1,0.0299,0.315,0.0,0.0766,0.0632,96.9,268426,4
128,Jenny & Tyler,See The Conqueror,74m2VSn09mtORFf6oria7A,23,2012,acoustic,0.558,0.485,9,-7.878,1,0.035,0.468,0.0,0.0912,0.389,150.111,217733,3
129,Boyce Avenue,Last Kiss,17nTRIt0yUy4Sa9zF7GBFO,34,2012,acoustic,0.563,0.283,11,-11.309,1,0.0286,0.864,0.0,0.108,0.187,80.14,362570,3
130,Jason Mraz,The Woman I Love - Live,3H3OMA1T5wlD28HnOjnNID,25,2012,acoustic,0.586,0.299,4,-13.557,1,0.0393,0.532,0.0,0.339,0.62,81.559,200266,4
131,Mark Lanegan,Bleeding Muddy Water,354rsPvcUmElBPPMTZ1Xq1,32,2012,acoustic,0.507,0.482,10,-9.792,1,0.0306,0.47,0.0868,0.111,0.168,117.894,377520,4
132,Harley Poe,Father McKee,7MwwL39IJcY2hioKsl3Hdr,24,2012,acoustic,0.564,0.618,0,-7.885,1,0.0312,0.0647,0.0099,0.305,0.693,91.257,164760,4
133,NEEDTOBREATHE,Solomon's Ashes - B-Side,6jD0vPIy9xNqbHNbdchEHi,23,2012,acoustic,0.386,0.958,9,-3.384,1,0.0631,0.0107,0.00241,0.127,0.419,187.999,201680,4
134,Boyce Avenue,Firework,50yShdGMlkCQKPKl9lr8pG,37,2012,acoustic,0.579,0.483,0,-7.847,1,0.0276,0.715,0.0,0.15,0.352,116.042,285737,4
135,David Ramirez,Stick Around,3N7IFsjrOibzV5PqtFk2gT,23,2012,acoustic,0.608,0.354,4,-11.623,1,0.0373,0.181,1.69e-05,0.279,0.37,115.718,185973,4
136,Jason Mraz,In Your Hands,7kzMRQciSdCPOE0N6GXBXK,24,2012,acoustic,0.677,0.341,6,-14.562,1,0.035,0.77,0.000624,0.122,0.402,136.176,291347,4
137,Corporate Hearts,Suck on Soil Lounge Act,6yTE22JhMXkrMR3XsoGbxQ,23,2012,acoustic,0.307,0.957,2,-2.166,1,0.0747,0.189,0.0,0.205,0.643,106.178,62485,3
138,Drew Holcomb & The Neighbors,Learning to Fly,4uIEThFPflLuKfDmmB8ZNl,22,2012,acoustic,0.685,0.737,0,-5.355,1,0.0301,0.376,0.000365,0.142,0.484,115.634,185233,4
139,Jon McLaughlin,Summer Is Over,3MgJZsiw4oS1PsPQG2YsGj,26,2012,acoustic,0.517,0.682,0,-5.301,1,0.0315,0.0338,1.07e-05,0.167,0.254,130.004,300533,4
140,Boyce Avenue,Only Girl (In the World),4KIv4r54Y0RneYx8GWTdgC,35,2012,acoustic,0.719,0.56,11,-9.532,1,0.0341,0.645,0.0,0.0707,0.466,118.094,237849,4
141,Ingrid Michaelson,I'm Through,7KxMq2YidfuQWOayvcoKUb,23,2012,acoustic,0.265,0.16,7,-12.916,0,0.0375,0.873,8.22e-05,0.0815,0.0529,71.912,207493,3
142,Greg Laswell,Landline,2EWGco6TH7zyW6lPKOijUQ,24,2012,acoustic,0.383,0.464,11,-6.85,1,0.029,0.76,7.45e-05,0.203,0.183,169.95,293493,4
143,Matt Wertz,Snow Globe,0tc5oRonHjo4cI9e5bhLSD,23,2012,acoustic,0.627,0.679,9,-7.146,1,0.0305,0.027,0.0,0.0928,0.68,128.086,195360,4
144,Get Dead,This One's for Johnny,6mFsYlDjG2Esy5hXhNy78t,27,2012,acoustic,0.482,0.772,1,-5.128,1,0.0318,0.0265,0.0,0.269,0.586,129.91,195640,4
145,Boyce Avenue,Shimmer,4Qg2PKNifKhK0zUfSp5AF3,31,2012,acoustic,0.625,0.595,6,-7.52,1,0.0341,0.376,0.0,0.218,0.367,114.698,200895,4
146,(Person) (Noun),A Punk Song About How Law Enforcement Ruins Everything,08ghdigTArcRWO12GdojbN,21,2012,acoustic,0.501,0.574,3,-5.168,1,0.0479,0.351,0.0,0.106,0.777,81.45,172111,4
147,Kaki King,Skimming the Fractured Surface to a Place of Endless Light,7qT0I32aQseLqqt3tAZRBt,24,2012,acoustic,0.641,0.235,6,-17.22,1,0.0365,0.721,0.895,0.112,0.324,116.166,210221,4
148,Boyce Avenue,We Are Young,0WjTnatR8L132K6jckMsLD,38,2012,acoustic,0.437,0.352,2,-11.511,1,0.0286,0.673,0.0,0.117,0.419,83.034,237687,4
149,Sara Bareilles,Lie To Me,15zarGPJkaG3btC3Co7Luo,23,2012,acoustic,0.683,0.622,4,-6.878,0,0.0425,0.0516,0.000177,0.0937,0.795,94.999,238533,4
150,Boyce Avenue,Grenade,0Mn7mWp0ALaK38J8nbYGU1,36,2012,acoustic,0.372,0.187,8,-9.663,0,0.0321,0.875,0.0,0.193,0.317,102.696,242307,4
151,Daryl Shawn,All Is Forgiven,3ZX6UTRnmdnMs2DB8JgryB,21,2012,acoustic,0.291,0.241,2,-21.785,1,0.05,0.913,0.896,0.119,0.381,93.723,221427,4
152,Boyce Avenue,Perfect,6bi5QcHuwZx0MWM5cPcOie,36,2012,acoustic,0.348,0.48,1,-7.141,1,0.0324,0.323,0.0,0.165,0.236,92.491,208173,4
153,Taj Mahal,Butter,6AhRjuwY1b3wlan2DxPQRp,26,2012,acoustic,0.563,0.197,2,-11.112,1,0.0514,0.593,0.468,0.11,0.516,74.368,167653,4
154,Matthew Perryman Jones,Land of the Living,75NxkuOkcV48r9PPjIN1TJ,27,2012,acoustic,0.391,0.759,2,-7.843,1,0.0402,0.163,0.0106,0.158,0.212,136.069,364533,4
155,Steve Petrunak,Little Drummer Boy,5uUC4BNJ556zr7uqLWZOG6,23,2012,acoustic,0.429,0.169,3,-13.758,1,0.0503,0.93,0.927,0.108,0.18,107.062,184560,4
156,Eric Bibb,We Don't Care,4a0ohEQ8L4zr9fr4n8iIcb,23,2012,acoustic,0.732,0.317,6,-13.399,0,0.0784,0.517,0.0137,0.098,0.475,81.03,240520,4
157,Noah Gundersen,He Got Away - from Sons of Anarchy,4rakibNjIUCuzUGAytGOrH,30,2012,acoustic,0.605,0.0946,7,-14.98,1,0.0291,0.861,0.00239,0.108,0.235,137.809,210173,4
158,Boyce Avenue,For the First Time,3OmajA5t8V434eQSSMDpdh,33,2012,acoustic,0.421,0.482,7,-7.787,1,0.0332,0.806,0.0,0.336,0.492,172.718,281947,4
159,Boyce Avenue,Airplanes,0majnowXPs9y7KjlGcucyP,35,2012,acoustic,0.661,0.663,6,-7.846,0,0.0966,0.834,0.0,0.109,0.54,93.007,175883,4
160,Tyler Ward,We Found Love - Acoustic,5uXMRPK76nEjSAubcgpL5Y,31,2012,acoustic,0.525,0.166,2,-14.552,0,0.0384,0.87,0.0,0.142,0.305,100.054,187086,4
161,Mark Lanegan,Ode to Sad Disco,0XQQV21AQBskS6BFRL4k5h,34,2012,acoustic,0.408,0.87,5,-5.571,1,0.0487,4.15e-05,0.59,0.392,0.422,116.046,383867,4
162,AJJ,Lady Liberty,7LMhBkdtPEIj0mHQsJ4NyY,21,2012,acoustic,0.764,0.375,7,-7.619,1,0.0404,0.749,0.0,0.484,0.88,109.21,133960,4
163,AJJ,Lookin' for a Love,0RyrdYywwknwWtjDQXsZYD,21,2012,acoustic,0.616,0.378,7,-9.709,1,0.0274,0.714,0.0,0.0814,0.305,84.158,190360,4
164,Hannah Trigwell,Hallelujah,2t0GPzo9vURxmfgkTx2Bmf,38,2012,acoustic,0.448,0.125,4,-12.419,1,0.0336,0.978,0.0,0.0863,0.233,97.813,295142,3
165,Eric Hutchinson,Best Days,0AQW0xp3kmjNZ2sE3KwNrH,21,2012,acoustic,0.696,0.805,2,-4.562,1,0.0244,0.00242,1.2e-05,0.0262,0.825,99.983,244120,4
166,Eric Hutchinson,The People I Know,4Ax7ux0DqjXO7vBiznYEZg,21,2012,acoustic,0.736,0.787,9,-5.342,1,0.0376,0.0139,0.0,0.0399,0.864,116.984,226627,4
167,Steve Petrunak,White Christmas,1RqnQUJqmZVHbiCrza09Lg,22,2012,acoustic,0.401,0.151,0,-13.671,1,0.0533,0.921,0.921,0.12,0.327,81.027,205493,4
168,Scars On 45,Heart on Fire,1Ok8BY1ph096s1YHDUzQXJ,23,2012,acoustic,0.571,0.847,1,-7.506,1,0.0345,0.242,0.0,0.123,0.459,131.971,219520,4
169,Ingrid Michaelson,Fire,6ohcFAmjdwQyWNhU7BO03T,21,2012,acoustic,0.418,0.941,5,-4.365,1,0.0886,0.123,0.0,0.124,0.432,79.924,201000,4
170,Johnnyswim,Home,2m5N4awG3sG1I4vH9MTDP1,21,2012,acoustic,0.7,0.8,0,-4.732,1,0.0618,0.392,0.0,0.149,0.847,110.008,212416,4
171,Boyce Avenue,Best of You,3cuzNcXnUhwqED7kl5vwd6,36,2012,acoustic,0.515,0.385,11,-6.559,1,0.049,0.9,2.09e-06,0.0705,0.363,124.194,234173,4
172,NEEDTOBREATHE,Keep Your Eyes Open - Acoustic Version,0eC2E0sd67p1olyQFYLR3s,21,2012,acoustic,0.557,0.768,9,-5.9,1,0.0427,0.309,0.0,0.198,0.62,75.039,245590,4
173,Ingrid Michaelson,Do It Now,0vJVq3K16luwPw54DBmKe6,21,2012,acoustic,0.769,0.658,10,-6.712,1,0.0333,0.449,0.000182,0.103,0.777,121.004,196747,4
174,Steve Petrunak,Hark! The Herald Angels Sing,55zSbbABalE4xxa9NUvChE,22,2012,acoustic,0.613,0.183,7,-12.661,1,0.0545,0.912,0.96,0.128,0.509,98.657,160706,4
175,AJJ,Dipping Things in Stuff,5OY3c9YchGlH0wbIT3FD7g,21,2012,acoustic,0.769,0.572,7,-5.869,1,0.0307,0.491,0.197,0.112,0.915,88.351,99133,4
176,Joshua Radin,Underwater,5EXiJK0i9B9zWvkYZd1iFt,18,2012,acoustic,0.406,0.487,1,-10.958,1,0.0333,0.487,0.124,0.108,0.341,107.746,284333,4
177,Ichiko Aoba,sanbiki no kuma,006bSCF5D7Z547EuVKSiRK,22,2012,acoustic,0.49,0.0289,8,-18.037,1,0.0391,0.992,0.00218,0.0956,0.232,109.197,280560,4
178,Joey Cape,I Must Be Hateful,0Lg0A8dSTrqdt0uhJBYtgn,26,2012,acoustic,0.584,0.309,5,-8.913,1,0.031,0.878,0.0,0.113,0.429,140.757,198107,4
179,Boyce Avenue,Nothin' on You / My Love / Rocketeer,2GKhXT8pBJc35YGvXkbn6j,32,2012,acoustic,0.578,0.308,2,-12.729,0,0.0315,0.826,0.0,0.374,0.282,106.425,278227,4
180,Joshua James,No Milk Today - from Sons of Anarchy,0h8sphCgaczfLyzKYITefq,26,2012,acoustic,0.521,0.542,9,-7.998,1,0.0305,0.0203,0.0716,0.0857,0.261,96.988,263760,4
181,Boyce Avenue,Just a Kiss,6STurd0ZGrYfqldGUS8Io6,33,2012,acoustic,0.603,0.627,10,-7.244,0,0.0353,0.532,0.0,0.129,0.31,142.93,215177,4
182,Greg Laswell,Another Life To Lose,00G0cFfgXWwK3BH3DGxrTQ,24,2012,acoustic,0.459,0.748,7,-5.785,1,0.0284,0.0329,0.00113,0.164,0.246,150.057,247973,4
183,Boyce Avenue,Just Can't Get Enough,42GCZwdW8qxuexRGuHJl55,35,2012,acoustic,0.741,0.622,3,-9.217,0,0.258,0.452,0.0,0.115,0.325,93.977,212406,4
184,Jason Mraz,I Never Knew You - Live,2wOZVKXMZQvEyHcY9rQzU3,22,2012,acoustic,0.477,0.273,4,-12.113,0,0.0373,0.682,0.0,0.688,0.0882,147.998,535111,4
185,Boyce Avenue,Jeremy,7kEGGdM9TMw9QjjVcTt42x,30,2012,acoustic,0.607,0.33,2,-9.607,1,0.0326,0.51,0.0,0.104,0.221,104.695,298180,4
186,Mark Lanegan,Phantasmagoria Blues,1UsUjgxG2nFa6GgG2KND5g,29,2012,acoustic,0.562,0.47,5,-10.7,1,0.0299,0.533,0.0846,0.156,0.267,107.963,195960,4
